Id. de grupo,Nombre del grupo,Alias de grupo,Correo electrónico principal del grupo,Descripción,Alias de correo electrónico de grupo,Sincronizado desde el entorno local,Tipo de grupo,Pertenencia dinámica,IsYammerGroup,Privacidad del grupo,Dominio de grupo,Tiene Teams,Fecha de creación,Asignación de roles
fc0f77ec-80de-45fc-84f2-d25dfae95ccf,CALIDAD PLANTA,calidadplanta,calidadplanta@calconut.es,,calidadplanta@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-11-18 16:45:20Z,False
8be11477-7069-4f8c-b16c-8c23a31160a1,ÇANCILAR GIDA LTD ŞTİ Blockchain,cancilar-bc,cancilar-bc@calconut.es,,cancilar-bc@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-08-03 07:16:36Z,False
8b43c8f6-6625-4220-acd0-b1823f07bcf9,ÇANCILAR GIDA LTD ŞTİ miembre expedición,expedicion-cancilar,expedicion-cancilar@calconut.es,,expedicion-cancilar@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-08-03 07:17:46Z,False
8928c243-5066-4226-b0f7-4810fb2892da,clasificacion-bc,clasificacion-bc,clasificacion-bc@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-11-19 14:47:29Z,False
c8fefc71-9c1e-48ef-9251-0a17a9f7729c,comercial-garrofa-bc@calconut.es,comercial-garrofa-bc,comercial-garrofa-bc@calconut.es,,comercial-garrofa-bc@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-07-19 06:45:07Z,False
795273a6-2721-424c-bd96-89fd72036c87,compras-bc-spain,compras-bc-spain,compras-bc-spain@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-09-04 15:28:26Z,False
5250f700-64b8-43e4-8641-dcc72bc841de,compras-bc-usa,compras-bc-usa,compras-bc-usa@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-09-04 15:22:13Z,False
b1a595b8-902e-445c-9c1a-d41bfa76ff1b,compras-bc CALCONUT,compras-bc,compras-bc@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-06 18:32:05Z,False
fe98eebf-3722-4bbd-99a9-c39c835c4f2b,Compras Calconut,compras,compras@calconut.es,,comprascalconut@calconut.es,False,Lista de distribución,False,False,,calconut.es,False,2019-11-19 09:07:43Z,False
4e76e76d-eda1-49da-94ba-9f82a892fc47,Contabilidad-Controller,contabilidad,contabilidad@calconut.es,,Contabilidad@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2016-12-02 15:53:23Z,False
fcd0c41d-e3a6-486c-a11a-6bf8cd762f23,Contratos,contratos,contratos@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2019-04-03 12:09:06Z,False
d05f8a26-11e1-4de7-a230-e73e5e99729d,Contratos Indus,contratosindus,contratosindus@calconut.es,Grupo Interno,contratosindus@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-04-26 06:57:53Z,False
bd070604-3355-4784-af5a-3a25b5d323fc,CONTRATOS Ñ,contratos-compra-n,contratos-compra-n@calconut.es,Grupo Compra Contratos Ñ,contratos-compra-n@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-04-07 11:00:40Z,False
5208104a-ffe0-47b5-b0c8-24b87b85eb85,Control Stock,control-stock,control-stock@calconut.es,Control Stock,control-stock@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-01-21 12:18:12Z,False
339fb5da-2657-43fb-8a58-d8a699897086,Controllergroup,controllergroup,controllergroup@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2019-12-19 14:55:14Z,False
e276a9bf-9c12-467b-b31c-c39e005b269f,Coordinador almacen A,coordinador_almacen_a,coordinador_almacen_a@calconut.es,Coordinador almacen A,coordinador_almacen_a@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:05:17Z,False
101f37f7-6869-4ae3-837b-647afcec50ba,coordinador almacen b,coordinador_almacen_b,coordinador_almacen_b@calconut.es,coordinador almacen b,coordinador_almacen_b@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:05:56Z,False
c5356b47-b4d9-4902-8368-4029e6ad308b,coordinador_env_a,coordinador_env_a,coordinador_env_a@calconut.es,coordinador_env_a,,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:06:21Z,False
42298868-c1f4-4d99-b06b-6caf982d9970,coordinador_env_b,coordinador_env_b,coordinador_env_b@calconut.es,coordinador_env_b,,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:06:36Z,False
c4fc7c92-e9bb-42c5-874d-d24372b55502,coordinador_ind_a,coordinador_ind_a,coordinador_ind_a@calconut.es,coordinador_ind_a,coordinador_ind_a@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:06:58Z,False
a9cb8be6-800e-4942-a497-95b165633899,coordinador_ind_b,coordinador_ind_b,coordinador_ind_b@calconut.es,coordinador_ind_b,coordinador_ind_b@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:07:18Z,False
9c4a9a26-6416-4797-a89b-ce1b3a090f3d,coordinador_rep_a,coordinador_rep_a,coordinador_rep_a@calconut.es,coordinador_rep_a,coordinador_rep_a@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:13:23Z,False
2fe51481-f952-4338-82c0-b0cd20bcd265,coordinador_rep_b,coordinador_rep_b,coordinador_rep_b@calconut.es,coordinador_rep_b,coordinador_rep_b@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:13:38Z,False
01ca5265-07ad-45b8-b34b-5e25f36c6a4a,Descargas-HMW,descargashmw,descargashmw@calconut.es,Descargas-HMW,descargashmw@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-12-22 15:34:36Z,False
41ad4772-31e1-4ad4-968a-233ddfd71104,Descargas-Jijona,jijonadescargas,jijonadescargas@calconut.es,Descargas-Jijona,,False,Lista de distribución,False,False,,calconut.es,False,2021-12-22 15:35:45Z,False
036d6a9a-8f4d-4b4f-b048-e66bbc149021,Descargas-Zaral,zaraldescargas,zaraldescargas@calconut.es,Descargas-Zaral,,False,Lista de distribución,False,False,,calconut.es,False,2021-12-22 15:35:19Z,False
7ffc549e-7fcb-46c9-8f0a-29c96d90c23e,Dirección calidad,direccioncalidad,direccioncalidad@calconut.es,Dirección calidad,direccioncalidad@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-07 16:10:46Z,False
03bf1b3f-5c55-446f-8221-48d567436ac1,Dirección Healthy Matrix,direccion,direccion@healthymatrix.es,,,False,Lista de distribución,False,False,,healthymatrix.es,False,2020-07-02 15:19:20Z,False
0d19179e-6cd9-4cbd-afc7-e7d15abe9a1a,Dirección Industrializado,direccionindus,direccionindus@calconut.es,Dirección Industrializado,,False,Lista de distribución,False,False,,calconut.es,False,2022-03-07 16:11:18Z,False
7ad0b65f-05af-4c41-b2ef-137f5ab8d751,Direccion marketing,direccionmarketing,direccionmarketing@calconut.es,Direccion marketing,,False,Lista de distribución,False,False,,calconut.es,False,2022-01-20 08:33:26Z,False
d89cf3dd-33f4-4005-915e-a5f77858583c,Dirección Tráfico,direcciontrafico,direcciontrafico@calconut.es,Dirección Tráfico,,False,Lista de distribución,False,False,,calconut.es,False,2022-03-07 16:12:05Z,False
fab09a92-7b88-4e61-9af6-0376e4fbbc60,Entregas CALCONUT,entregas,entregas@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2017-09-22 14:01:23Z,False
68ab8c1b-cc32-457d-b24b-13a2b34221c0,envasado-bc@calconut.es,envasado-bc,envasado-bc@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-11-19 14:42:17Z,False
7565d227-2b02-4201-bf6e-4006a6ea6448,Equipo Ecommerce,equipoecommerce,equipoecommerce@calconut.es,,proyectoecommerce@calconut.es,False,Lista de distribución,False,False,,calconut.es,False,2021-03-17 15:56:04Z,False
5549a66e-e1b5-4a06-be13-44928a668eaf,Etiquetas,etiquetas,etiquetas@calconut.es,Etiquetas,etiquetas@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-28 06:34:28Z,False
beff20d3-ab64-47eb-9d7c-63ebbc88c218,expedicion-ac,expedicion-ac,expedicion-ac@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-09-09 07:44:05Z,False
a54002e5-42f4-4378-bc7a-f835996d1876,expedicion-agromar,expedicion-agromar,expedicion-agromar@calconut.es,,expedicion-agromar@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-04-23 09:29:41Z,False
8b4b897b-cd7d-4226-8ec3-0a21f3b9754e,expedicion-algoparasalud@calconut.es,expedicion-algoparasalud,expedicion-algoparasalud@calconut.es,,expedicion-algoparasalud@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-06-23 07:58:26Z,False
3f7936aa-f230-497e-afa1-3d0e6b591f2d,expedicion-alimendeshidesp@calconut.es,expedicion-alimendeshidesp,expedicion-alimendeshidesp@calconut.es,,expedicion-alimendeshidesp@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-06-23 07:59:51Z,False
d7423f08-92c4-4fc4-a066-f80003b06e63,expedicion-baktar-tarim@calconut.es,expedicion-baktar-tarim,expedicion-baktar-tarim@calconut.es,,expedicion-baktar-tarim@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-08-05 13:53:57Z,False
583b8a9d-bc58-457d-b5f8-21e36e4db407,expedicion-comercial-garrofa@calconut.es,expedicion-comercial-garrofa,expedicion-comercial-garrofa@calconut.es,,expedicion-comercial-garrofa@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-07-19 06:45:50Z,False
b26b6926-9c23-47cd-8bcb-eb14203fc885,expedicion-delmar@calconut.es,expedicion-delmar,expedicion-delmar@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:00:26Z,False
fbae457d-2ec6-4da5-906e-1efab547ef5c,expedicion-dequan,expedicion-dequan,expedicion-dequan@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 10:21:17Z,False
79906ca6-4948-4682-936c-f6376dc4d9f7,expedicion-eldorado,expedicion-eldorado,expedicion-eldorado@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:00:31Z,False
0a184901-b951-40a8-afc2-c7b431764149,expedicion-fartons-polo,expedicion-fartons-polo,expedicion-fartons-polo@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2021-09-08 06:49:35Z,False
c9e8e01b-8061-4106-a572-f0755d697631,expedicion-fisher@calconut.es,expedicion-fisher,expedicion-fisher@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:15:37Z,False
6ba07c9e-83e7-4ba2-88aa-384884aa3ab1,expedicion-goldriver,expedicion-goldriver,expedicion-goldriver@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 11:30:04Z,False
1c8f5934-81ab-487d-83e9-6f0e589b9036,expedicion-greses@calconut.es,expedicion-greses,expedicion-greses@calconut.es,,expedicion-greses@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-06-23 07:56:59Z,False
ba38fb0b-ce07-4f96-a29d-40d4c8dee76a,expedicion-harinera-mediterranea@calconut.es,expedicion-harinera-mediterranea,expedicion-harinera-mediterranea@calconut.es,,expedicion-harinera-mediterranea@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-07-19 06:48:19Z,False
f937c7e3-4a2b-40f0-92e9-4c30a2e76c36,expedicion-hesar,expedicion-hesar,expedicion-hesar@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-26 18:08:50Z,False
81bf8e68-73b4-4aa0-a069-9d258fdde139,expedicion-ka,expedicion-ka,expedicion-ka@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 09:55:12Z,False
c12b7a4b-52f9-47e2-b585-e71aadb7ba40,expedicion-mepeco,expedicion-mepeco,expedicion-mepeco@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-10-08 06:38:35Z,False
20a5d8f1-d65b-42c3-a540-e7bc4eb51e38,expedicion-mintur,expedicion-minturn,expedicion-minturn@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:00:20Z,False
6fc4932d-e7ec-4e8e-ac5b-574d05f01b1b,expedicion-noor,expedicion-noor,expedicion-noor@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-09-30 13:55:59Z,False
c93fa8b1-1560-4139-b794-49f1f37bb04c,expedicion-pearl,expedicion-pearl,expedicion-pearl@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-18 11:14:05Z,False
21488eae-fd51-4eed-a101-4a3af1b3557f,Expedición-posadamg,expedicion-posadamg,expedicion-posadamg@calconut.es,,expedicion-posadamg@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-06-17 08:01:22Z,False
21f9a92f-4502-4a27-a184-376cb3df935a,expedicion-rb,expedicion-rb,expedicion-rb@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-09-09 07:52:32Z,False
b8708368-067d-4471-8a6e-9e9e7ed25f13,expedicion-senocak,expedicion-senocak,expedicion-senocak@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 10:49:48Z,False
67ce7a5d-d09e-44da-a75e-d2168419204a,expedicion-sv,expedicion-sv,expedicion-sv@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:24:56Z,False
3e769a76-fc33-4981-b0ed-7faa3ba813af,expedicion-tanlong,expedicion-tanlong,expedicion-tanlong@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 10:44:20Z,False
18713a2f-5c3b-4785-b18d-d333a0b5d2c3,expedicion-teixido,expedicion-teixido,expedicion-teixido@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-10-08 06:13:54Z,False
c8c02fe9-1f80-43c6-bd77-5de9eab543f7,expedicion-tongsen,expedicion-tongsen,expedicion-tongsen@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 10:34:15Z,False
6165cad1-08af-4fd8-b3e7-91a0e8176cb5,Expedición-USA CALCONUT,expedicion-usa,expedicion-usa@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-07-21 06:15:52Z,False
26cbbcc7-5ed6-4d8d-b391-bd8c7b209773,expedicion-vf,expedicion-vf,expedicion-vf@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-26 17:44:53Z,False
a95850c1-4465-4c0a-ac74-79e9e8dcad32,Expedición -aa,expedicion-aa,expedicion-aa@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-09-22 08:02:05Z,False
c7ff14ea-9dc6-4a7a-9ce9-53f31c6a897b,Expedición AL,expedicion-al,expedicion-al@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-09-22 08:01:51Z,False
309cb611-e557-4023-bd55-2ed141103870,Expedición CALCONUT,expedicion,expedicion@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-07-21 06:15:50Z,False
6f4fae49-fc80-49da-b9e5-0d225c548fd7,Expedición Mahuida,expedicion-mahuida,expedicion-mahuida@calconut.es,,expedicion-mahuida@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-05-10 17:55:50Z,False
32605d07-ca45-4d7b-90e6-8b7202456812,Expedición Zaral,expedicion-zaral,expedicion-zaral@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-09-22 08:02:07Z,False
9973408d-c2bd-4d27-9314-8b48f1ded0c9,Export CALCONUT,export,export@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2018-11-07 11:37:54Z,False
d8f4e0f8-18f2-44bb-ad1e-cb92c9432629,fartons-polo-bc,fartons-polo-bc,fartons-polo-bc@calconut.es,,fartons-polo-bc@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-09-08 06:47:56Z,False
f822cc36-76f5-4545-b459-b9c3aa0dec6e,Financiero,financiero,financiero@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2016-12-02 15:53:27Z,False
861ccf91-e8ac-4617-93b7-2e3ee9ffcdc4,git-email@calconut.es,git-email,git-email@calconut.es,git-email@calconut.es,git-email@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-06-01 14:43:38Z,False
2b3ee3f9-48de-43c0-9966-75b08ea20a7c,greses-bc@calconut.es,greses-bc,greses-bc@calconut.es,,greses-bc@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-06-23 07:56:10Z,False
31ef8346-944a-404c-b122-616c16c38c95,Grupo Marketing,grupomarketing,grupomarketing@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2019-07-23 07:22:10Z,False
3a27607f-5c55-4bbd-a5d8-197933c59009,Grupo Producción CALCONUT,produccion,produccion@calconut.es,,production@calconut.es+production@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2020-12-02 11:37:20Z,False
479f7079-ef00-4a00-b47b-f1bb40a9b868,Grupo ventas,grupoventas,grupoventas@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2021-02-26 07:25:30Z,False
011adcf3-e0ec-4e9c-ae1c-ee13626b4f14,harinera-mediterranea-bc@calconut.es,harinera-mediterranea-bc,harinera-mediterranea-bc@calconut.es,,harinera-mediterranea-bc@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-07-19 06:47:27Z,False
d4a9d063-7f08-4951-a050-94d561c8477d,IDI,IDI,IDI@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2021-11-08 15:17:43Z,False
b7bdc123-c96b-4579-9eaa-3a821f938360,Import,import,import@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-03-30 10:09:31Z,False
6b7eb5ef-ee24-4b51-b4ef-04cc6ef6887c,Indus CALCONUT,indus,indus@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2018-11-07 10:37:53Z,False
a0933446-9b5e-4cf3-97e7-51502064da4b,Informática,informatica,informatica@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2019-11-12 16:46:54Z,False
e6017bd3-2dda-4312-9679-42d730e18cb5,Logistica,logistica,logistica@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2016-12-02 15:53:23Z,False
abd7909d-489c-4647-a80a-f93739cd1a82,mahuida-bc@calconut.es,mahuida-bc,mahuida-bc@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2021-05-10 11:54:35Z,False
e2f9d51b-fff1-41b4-8f79-0589396c471f,Marketing Perú,perumarketing,perumarketing@calconut.es,,perumarketing@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-09-17 12:25:39Z,False
ff39ee2d-ac8c-4d99-8a43-37d8e4bf3228,marketplace  CALCONUT,marketplace,marketplace@calconut.es,,marketplace@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-10-07 13:46:42Z,False
29e7df7d-eea2-43f3-868d-aa248bd2650d,Negociaciones-USA,negociaciones-USA,negociaciones-USA@calconut.es,Negociaciones-USA,,False,Lista de distribución,False,False,,calconut.es,False,2022-01-26 19:14:01Z,False
85794fb0-dc0e-4cc3-9590-819407d0d599,notificaciones,notificaciones,notificaciones@calconut.es,,aeat@calconut.com+aeat@calconut.es+aeat@peregrin.info+notificaciones@calconut.com+notificaciones@peregrin.info,False,Lista de distribución,False,False,,calconut.es,False,2014-02-04 09:28:16Z,False
7bdec56b-40e3-417c-ac57-94ac249c029b,Point dexter Expedición,expedicion-pointdexter,expedicion-pointdexter@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-07 13:06:17Z,False
1ddb8bc2-1c59-4606-a751-98b91d46e232,Point Dexter Producción,produccion-pointdexter,produccion-pointdexter@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-07 13:06:15Z,False
f15000bb-7e96-4122-9cdc-689dde6654ef,Posadamg-bc,posadamg-bc,posadamg-bc@calconut.es,,posadamg-bc@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-06-17 08:00:23Z,False
d39dbb32-8f00-477c-9942-a0731509214e,procesado-bc CALCONUT,procesado-bc,procesado-bc@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-11-19 14:42:18Z,False
6d9c5ca3-8074-4f61-b9c7-beea44d7b9af,produccion-delmar,produccion-delmar,produccion-delmar@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:00:25Z,False
6708d819-b4b7-42f9-8980-1b2283b3b583,produccion-dequan,produccion-dequan,produccion-dequan@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 10:15:49Z,False
62c1832d-3c3b-4e04-a279-d025c445be64,produccion-eldorado@calconut.es,produccion-eldorado,produccion-eldorado@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:00:27Z,False
86a25fe3-15b5-4cb6-b8ed-7d90530d8861,produccion-fisher,produccion-fisher,produccion-fisher@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:15:33Z,False
